pair.n,AOU.1,AOU.2,sp.1.english,sp.2.english,sp1sp2,species1species2,In.BBS,sp.1.sci,sp.2.sci,sp1.first.breeding.month,sp1.last.breeding.month,sp1.first.peak.breeding.month,sp1.last.peak.breeding.month,sp2.first.breeding.month,sp2.last.breeding.month,sp2.first.peak.breeding.month,sp2.last.peak.breeding.month,first_breeding_month,last_breeding_month
808,5090,5580,Rusty Blackbird,White-throated Sparrow,50905580,Rusty BlackbirdWhite-throated Sparrow,1,Euphagus carolinus,Zonotrichia albicollis,5,7,5,7,5,8,6,7,5,7
809,5090,5600,Rusty Blackbird,Chipping Sparrow,50905600,Rusty BlackbirdChipping Sparrow,1,Euphagus carolinus,Spizella passerina,5,7,5,7,3,9,4,8,5,7
810,5090,5630,Rusty Blackbird,Field Sparrow,50905630,Rusty BlackbirdField Sparrow,1,Euphagus carolinus,Spizella pusilla,5,7,5,7,5,8,5,7,5,7
811,5090,5670,Rusty Blackbird,(Slate-colored Junco) Dark-eyedJunco,50905670,Rusty Blackbird(Slate-colored Junco) Dark-eyedJunco,1,Euphagus carolinus,Junco hyemalis hyemalis,5,7,5,7,4,9,5,7,5,7
812,5090,5810,Rusty Blackbird,Song Sparrow,50905810,Rusty BlackbirdSong Sparrow,1,Euphagus carolinus,Melospiza melodia,5,7,5,7,2,9,4,7,5,7
813,5090,5830,Rusty Blackbird,Lincoln's Sparrow,50905830,Rusty BlackbirdLincoln's Sparrow,1,Euphagus carolinus,Melospiza lincolnii,5,7,5,7,5,8,6,7,5,7
814,5090,5840,Rusty Blackbird,Swamp Sparrow,50905840,Rusty BlackbirdSwamp Sparrow,1,Euphagus carolinus,Melospiza georgiana,5,7,5,7,5,8,5,7,5,7
815,5090,5870,Rusty Blackbird,Eastern Towhee,50905870,Rusty BlackbirdEastern Towhee,1,Euphagus carolinus,Pipilo erythrophthalmus,5,7,5,7,5,8,5,7,5,7
816,5090,7210,Rusty Blackbird,House Wren,50907210,Rusty BlackbirdHouse Wren,1,Euphagus carolinus,Troglodytes aedon,5,7,5,7,5,9,5,8,5,7
817,5090,7222,Rusty Blackbird,Winter Wren,50907222,Rusty BlackbirdWinter Wren,1,Euphagus carolinus,Troglodytes hiemalis,5,7,5,7,4,9,4,7,5,7
818,5100,5110,Brewer's Blackbird,Common Grackle,51005110,Brewer's BlackbirdCommon Grackle,1,Euphagus cyanocephalus,Quiscalus quiscula,4,7,4,7,3,7,4,6,4,7
819,5100,5380,Brewer's Blackbird,Chestnut-collared Longspur,51005380,Brewer's BlackbirdChestnut-collared Longspur,1,Euphagus cyanocephalus,Calcarius ornatus,4,7,4,7,5,8,5,7,5,7
820,5100,5390,Brewer's Blackbird,McCown's Longspur,51005390,Brewer's BlackbirdMcCown's Longspur,1,Euphagus cyanocephalus,Rhynchophanes mccownii,4,7,4,7,5,8,5,8,5,7
821,5100,5420,Brewer's Blackbird,Savannah Sparrow,51005420,Brewer's BlackbirdSavannah Sparrow,1,Euphagus cyanocephalus,Passerculus sandwichensis,4,7,4,7,6,8,6,8,6,7
822,5100,5450,Brewer's Blackbird,Baird's Sparrow,51005450,Brewer's BlackbirdBaird's Sparrow,1,Euphagus cyanocephalus,Ammodramus bairdii,4,7,4,7,5,8,6,8,5,7
823,5100,5610,Brewer's Blackbird,Clay-colored Sparrow,51005610,Brewer's BlackbirdClay-colored Sparrow,1,Euphagus cyanocephalus,Spizella pallida,4,7,4,7,6,8,6,7,6,7
824,5100,5620,Brewer's Blackbird,Brewer's Sparrow,51005620,Brewer's BlackbirdBrewer's Sparrow,1,Euphagus cyanocephalus,Spizella breweri,4,7,4,7,5,8,6,7,5,7
825,5100,5810,Brewer's Blackbird,Song Sparrow,51005810,Brewer's BlackbirdSong Sparrow,1,Euphagus cyanocephalus,Melospiza melodia,4,7,4,7,2,9,4,7,4,7
826,5100,6050,Brewer's Blackbird,Lark Bunting,51006050,Brewer's BlackbirdLark Bunting,1,Euphagus cyanocephalus,Calamospiza melanocorys,4,7,4,7,5,7,5,6,5,7
827,5100,7190,Brewer's Blackbird,Bewick's Wren,51007190,Brewer's BlackbirdBewick's Wren,1,Euphagus cyanocephalus,Thryomanes bewickii,4,7,4,7,4,8,4,7,4,7
828,5100,7210,Brewer's Blackbird,House Wren,51007210,Brewer's BlackbirdHouse Wren,1,Euphagus cyanocephalus,Troglodytes aedon,4,7,4,7,5,9,5,8,5,7
829,5100,7221,Brewer's Blackbird,Pacific Wren,51007221,Brewer's BlackbirdPacific Wren,1,Euphagus cyanocephalus,Troglodytes pacificus,4,7,4,7,4,7,5,7,4,7
830,5100,7250,Brewer's Blackbird,Marsh Wren,51007250,Brewer's BlackbirdMarsh Wren,1,Euphagus cyanocephalus,Cistothorus palustris,4,7,4,7,4,8,4,8,4,7
831,5110,5120,Common Grackle,Great-tailed Grackle,51105120,Common GrackleGreat-tailed Grackle,1,Quiscalus quiscula,Quiscalus mexicanus,3,7,4,6,3,8,4,7,4,7
832,5110,5130,Common Grackle,Boat-tailed Grackle,51105130,Common GrackleBoat-tailed Grackle,1,Quiscalus quiscula,Quiscalus major,3,7,4,6,3,7,3,6,3,6
833,5110,5390,Common Grackle,McCown's Longspur,51105390,Common GrackleMcCown's Longspur,1,Quiscalus quiscula,Rhynchophanes mccownii,3,7,4,6,5,8,5,8,5,7
834,5110,5400,Common Grackle,Vesper Sparrow,51105400,Common GrackleVesper Sparrow,1,Quiscalus quiscula,Pooecetes gramineus,3,7,4,6,4,8,5,7,4,7
835,5110,5420,Common Grackle,Savannah Sparrow,51105420,Common GrackleSavannah Sparrow,1,Quiscalus quiscula,Passerculus sandwichensis,3,7,4,6,6,8,6,8,6,7
836,5110,5460,Common Grackle,Grasshopper Sparrow,51105460,Common GrackleGrasshopper Sparrow,1,Quiscalus quiscula,Ammodramus savannarum,3,7,4,6,6,8,6,7,6,7
837,5110,5470,Common Grackle,Henslow's Sparrow,51105470,Common GrackleHenslow's Sparrow,1,Quiscalus quiscula,Ammodramus henslowii,3,7,4,6,5,8,5,7,5,7
838,5110,5580,Common Grackle,White-throated Sparrow,51105580,Common GrackleWhite-throated Sparrow,1,Quiscalus quiscula,Zonotrichia albicollis,3,7,4,6,5,8,6,7,5,7
839,5110,5600,Common Grackle,Chipping Sparrow,51105600,Common GrackleChipping Sparrow,1,Quiscalus quiscula,Spizella passerina,3,7,4,6,3,9,4,8,4,7
840,5110,5610,Common Grackle,Clay-colored Sparrow,51105610,Common GrackleClay-colored Sparrow,1,Quiscalus quiscula,Spizella pallida,3,7,4,6,6,8,6,7,6,7
841,5110,5630,Common Grackle,Field Sparrow,51105630,Common GrackleField Sparrow,1,Quiscalus quiscula,Spizella pusilla,3,7,4,6,5,8,5,7,5,7
842,5110,5670,Common Grackle,(Slate-colored Junco) Dark-eyedJunco,51105670,Common Grackle(Slate-colored Junco) Dark-eyedJunco,1,Quiscalus quiscula,Junco hyemalis hyemalis,3,7,4,6,4,9,5,7,4,7
843,5110,5810,Common Grackle,Song Sparrow,51105810,Common GrackleSong Sparrow,1,Quiscalus quiscula,Melospiza melodia,3,7,4,6,2,9,4,7,4,7
844,5110,5840,Common Grackle,Swamp Sparrow,51105840,Common GrackleSwamp Sparrow,1,Quiscalus quiscula,Melospiza georgiana,3,7,4,6,5,8,5,7,5,7
845,5110,5870,Common Grackle,Eastern Towhee,51105870,Common GrackleEastern Towhee,1,Quiscalus quiscula,Pipilo erythrophthalmus,3,7,4,6,5,8,5,7,5,7
846,5110,6050,Common Grackle,Lark Bunting,51106050,Common GrackleLark Bunting,1,Quiscalus quiscula,Calamospiza melanocorys,3,7,4,6,5,7,5,6,5,6
847,5110,7190,Common Grackle,Bewick's Wren,51107190,Common GrackleBewick's Wren,1,Quiscalus quiscula,Thryomanes bewickii,3,7,4,6,4,8,4,7,4,7
848,5110,7210,Common Grackle,House Wren,51107210,Common GrackleHouse Wren,1,Quiscalus quiscula,Troglodytes aedon,3,7,4,6,5,9,5,8,5,7
849,5110,7222,Common Grackle,Winter Wren,51107222,Common GrackleWinter Wren,1,Quiscalus quiscula,Troglodytes hiemalis,3,7,4,6,4,9,4,7,4,7
850,5110,7240,Common Grackle,Sedge Wren,51107240,Common GrackleSedge Wren,1,Quiscalus quiscula,Cistothorus platensis,3,7,4,6,5,9,6,7,5,7
851,5110,7250,Common Grackle,Marsh Wren,51107250,Common GrackleMarsh Wren,1,Quiscalus quiscula,Cistothorus palustris,3,7,4,6,4,8,4,8,4,7
852,5120,5130,Great-tailed Grackle,Boat-tailed Grackle,51205130,Great-tailed GrackleBoat-tailed Grackle,1,Quiscalus mexicanus,Quiscalus major,3,8,4,7,3,7,3,6,3,7
853,5120,5500,Great-tailed Grackle,Seaside Sparrow,51205500,Great-tailed GrackleSeaside Sparrow,1,Quiscalus mexicanus,Ammodramus maritimus,3,8,4,7,5,8,5,8,5,8
854,5120,5600,Great-tailed Grackle,Chipping Sparrow,51205600,Great-tailed GrackleChipping Sparrow,1,Quiscalus mexicanus,Spizella passerina,3,8,4,7,3,9,4,8,4,8
855,5120,5760,Great-tailed Grackle,Botteri's Sparrow,51205760,Great-tailed GrackleBotteri's Sparrow,1,Quiscalus mexicanus,Peucaea botterii,3,8,4,7,6,9,6,9,6,8
856,5120,5780,Great-tailed Grackle,Cassin's Sparrow,51205780,Great-tailed GrackleCassin's Sparrow,1,Quiscalus mexicanus,Peucaea cassinii,3,8,4,7,5,10,6,9,5,8
857,5120,7180,Great-tailed Grackle,Carolina Wren,51207180,Great-tailed GrackleCarolina Wren,1,Quiscalus mexicanus,Thryothorus ludovicianus,3,8,4,7,3,8,4,8,4,8
858,5120,7250,Great-tailed Grackle,Marsh Wren,51207250,Great-tailed GrackleMarsh Wren,1,Quiscalus mexicanus,Cistothorus palustris,3,8,4,7,4,8,4,8,4,8
859,5130,5500,Boat-tailed Grackle,Seaside Sparrow,51305500,Boat-tailed GrackleSeaside Sparrow,1,Quiscalus major,Ammodramus maritimus,3,7,3,6,5,8,5,8,5,7
860,5130,5600,Boat-tailed Grackle,Chipping Sparrow,51305600,Boat-tailed GrackleChipping Sparrow,1,Quiscalus major,Spizella passerina,3,7,3,6,3,9,4,8,3,7
861,5130,7180,Boat-tailed Grackle,Carolina Wren,51307180,Boat-tailed GrackleCarolina Wren,1,Quiscalus major,Thryothorus ludovicianus,3,7,3,6,3,8,4,8,3,7
862,5130,7250,Boat-tailed Grackle,Marsh Wren,51307250,Boat-tailed GrackleMarsh Wren,1,Quiscalus major,Cistothorus palustris,3,7,3,6,4,8,4,8,4,7
863,5170,5300,Purple Finch,Lesser Goldfinch,51705300,Purple FinchLesser Goldfinch,1,Haemorhous purpureus,Spinus psaltria,4,8,4,8,4,10,4,8,4,8
864,5170,5310,Purple Finch,Lawrence's Goldfinch,51705310,Purple FinchLawrence's Goldfinch,1,Haemorhous purpureus,Spinus lawrencei,4,8,4,8,3,9,4,8,4,8
865,5190,5300,House Finch,Lesser Goldfinch,51905300,House FinchLesser Goldfinch,1,Haemorhous mexicanus,Spinus psaltria,3,8,4,7,4,10,4,8,4,8
866,5190,5310,House Finch,Lawrence's Goldfinch,51905310,House FinchLawrence's Goldfinch,1,Haemorhous mexicanus,Spinus lawrencei,3,8,4,7,3,9,4,8,4,8
867,5290,5300,American Goldfinch,Lesser Goldfinch,52905300,American GoldfinchLesser Goldfinch,1,Spinus tristis,Spinus psaltria,7,9,7,8,4,10,4,8,7,8
868,5290,5310,American Goldfinch,Lawrence's Goldfinch,52905310,American GoldfinchLawrence's Goldfinch,1,Spinus tristis,Spinus lawrencei,7,9,7,8,3,9,4,8,7,8
869,5300,5310,Lesser Goldfinch,Lawrence's Goldfinch,53005310,Lesser GoldfinchLawrence's Goldfinch,1,Spinus psaltria,Spinus lawrencei,4,10,4,8,3,9,4,8,4,8
870,5300,5330,Lesser Goldfinch,Pine Siskin,53005330,Lesser GoldfinchPine Siskin,1,Spinus psaltria,Spinus pinus,4,10,4,8,3,8,4,6,4,8
871,5310,5330,Lawrence's Goldfinch,Pine Siskin,53105330,Lawrence's GoldfinchPine Siskin,1,Spinus lawrencei,Spinus pinus,3,9,4,8,3,8,4,6,4,8
872,5350,5340,McKays Bunting,Snow Bunting,53405350,McKays BuntingSnow Bunting,0,Plectrophenax hyperboreus,Plectrophenax nivalis,5,7,6,7,6,8,6,7,6,7
873,5380,5390,Chestnut-collared Longspur,McCown's Longspur,53805390,Chestnut-collared LongspurMcCown's Longspur,1,Calcarius ornatus,Rhynchophanes mccownii,5,8,5,7,5,8,5,8,5,8
874,5380,5400,Chestnut-collared Longspur,Vesper Sparrow,53805400,Chestnut-collared LongspurVesper Sparrow,1,Calcarius ornatus,Pooecetes gramineus,5,8,5,7,4,8,5,7,5,7
875,5380,5420,Chestnut-collared Longspur,Savannah Sparrow,53805420,Chestnut-collared LongspurSavannah Sparrow,1,Calcarius ornatus,Passerculus sandwichensis,5,8,5,7,6,8,6,8,6,8
876,5380,5450,Chestnut-collared Longspur,Baird's Sparrow,53805450,Chestnut-collared LongspurBaird's Sparrow,1,Calcarius ornatus,Ammodramus bairdii,5,8,5,7,5,8,6,8,5,8
877,5380,5460,Chestnut-collared Longspur,Grasshopper Sparrow,53805460,Chestnut-collared LongspurGrasshopper Sparrow,1,Calcarius ornatus,Ammodramus savannarum,5,8,5,7,6,8,6,7,6,7
878,5380,5480,Chestnut-collared Longspur,Le Conte's Sparrow,53805480,Chestnut-collared LongspurLe Conte's Sparrow,1,Calcarius ornatus,Ammodramus leconteii,5,8,5,7,6,8,6,8,6,8
879,5380,5520,Chestnut-collared Longspur,Lark Sparrow,53805520,Chestnut-collared LongspurLark Sparrow,1,Calcarius ornatus,Chondestes grammacus,5,8,5,7,4,8,5,6,5,7
880,5380,5580,Chestnut-collared Longspur,White-throated Sparrow,53805580,Chestnut-collared LongspurWhite-throated Sparrow,1,Calcarius ornatus,Zonotrichia albicollis,5,8,5,7,5,8,6,7,5,7
881,5380,5600,Chestnut-collared Longspur,Chipping Sparrow,53805600,Chestnut-collared LongspurChipping Sparrow,1,Calcarius ornatus,Spizella passerina,5,8,5,7,3,9,4,8,5,8
882,5380,5610,Chestnut-collared Longspur,Clay-colored Sparrow,53805610,Chestnut-collared LongspurClay-colored Sparrow,1,Calcarius ornatus,Spizella pallida,5,8,5,7,6,8,6,7,6,7
883,5380,5810,Chestnut-collared Longspur,Song Sparrow,53805810,Chestnut-collared LongspurSong Sparrow,1,Calcarius ornatus,Melospiza melodia,5,8,5,7,2,9,4,7,5,7
884,5380,5880,Chestnut-collared Longspur,Spotted Towhee,53805880,Chestnut-collared LongspurSpotted Towhee,1,Calcarius ornatus,Pipilo maculatus,5,8,5,7,4,7,4,7,5,7
885,5380,6050,Chestnut-collared Longspur,Lark Bunting,53806050,Chestnut-collared LongspurLark Bunting,1,Calcarius ornatus,Calamospiza melanocorys,5,8,5,7,5,7,5,6,5,7
886,5380,7210,Chestnut-collared Longspur,House Wren,53807210,Chestnut-collared LongspurHouse Wren,1,Calcarius ornatus,Troglodytes aedon,5,8,5,7,5,9,5,8,5,8
887,5390,5400,McCown's Longspur,Vesper Sparrow,53905400,McCown's LongspurVesper Sparrow,1,Rhynchophanes mccownii,Pooecetes gramineus,5,8,5,8,4,8,5,7,5,8
888,5390,5420,McCown's Longspur,Savannah Sparrow,53905420,McCown's LongspurSavannah Sparrow,1,Rhynchophanes mccownii,Passerculus sandwichensis,5,8,5,8,6,8,6,8,6,8
889,5390,5450,McCown's Longspur,Baird's Sparrow,53905450,McCown's LongspurBaird's Sparrow,1,Rhynchophanes mccownii,Ammodramus bairdii,5,8,5,8,5,8,6,8,5,8
890,5390,5460,McCown's Longspur,Grasshopper Sparrow,53905460,McCown's LongspurGrasshopper Sparrow,1,Rhynchophanes mccownii,Ammodramus savannarum,5,8,5,8,6,8,6,7,6,8
891,5390,5480,McCown's Longspur,Le Conte's Sparrow,53905480,McCown's LongspurLe Conte's Sparrow,1,Rhynchophanes mccownii,Ammodramus leconteii,5,8,5,8,6,8,6,8,6,8
892,5390,5520,McCown's Longspur,Lark Sparrow,53905520,McCown's LongspurLark Sparrow,1,Rhynchophanes mccownii,Chondestes grammacus,5,8,5,8,4,8,5,6,5,8
893,5390,5580,McCown's Longspur,White-throated Sparrow,53905580,McCown's LongspurWhite-throated Sparrow,1,Rhynchophanes mccownii,Zonotrichia albicollis,5,8,5,8,5,8,6,7,5,8
894,5390,5600,McCown's Longspur,Chipping Sparrow,53905600,McCown's LongspurChipping Sparrow,1,Rhynchophanes mccownii,Spizella passerina,5,8,5,8,3,9,4,8,5,8
895,5390,5610,McCown's Longspur,Clay-colored Sparrow,53905610,McCown's LongspurClay-colored Sparrow,1,Rhynchophanes mccownii,Spizella pallida,5,8,5,8,6,8,6,7,6,8
896,5390,5620,McCown's Longspur,Brewer's Sparrow,53905620,McCown's LongspurBrewer's Sparrow,1,Rhynchophanes mccownii,Spizella breweri,5,8,5,8,5,8,6,7,5,8
897,5390,5780,McCown's Longspur,Cassin's Sparrow,53905780,McCown's LongspurCassin's Sparrow,1,Rhynchophanes mccownii,Peucaea cassinii,5,8,5,8,5,10,6,9,5,8
898,5390,5810,McCown's Longspur,Song Sparrow,53905810,McCown's LongspurSong Sparrow,1,Rhynchophanes mccownii,Melospiza melodia,5,8,5,8,2,9,4,7,5,8
899,5390,5880,McCown's Longspur,Spotted Towhee,53905880,McCown's LongspurSpotted Towhee,1,Rhynchophanes mccownii,Pipilo maculatus,5,8,5,8,4,7,4,7,5,7
900,5390,6050,McCown's Longspur,Lark Bunting,53906050,McCown's LongspurLark Bunting,1,Rhynchophanes mccownii,Calamospiza melanocorys,5,8,5,8,5,7,5,6,5,7
901,5390,7150,McCown's Longspur,Rock Wren,53907150,McCown's LongspurRock Wren,1,Rhynchophanes mccownii,Salpinctes obsoletus,5,8,5,8,4,8,5,8,5,8
902,5390,7190,McCown's Longspur,Bewick's Wren,53907190,McCown's LongspurBewick's Wren,1,Rhynchophanes mccownii,Thryomanes bewickii,5,8,5,8,4,8,4,7,5,8
903,5390,7210,McCown's Longspur,House Wren,53907210,McCown's LongspurHouse Wren,1,Rhynchophanes mccownii,Troglodytes aedon,5,8,5,8,5,9,5,8,5,8
904,5400,5420,Vesper Sparrow,Savannah Sparrow,54005420,Vesper SparrowSavannah Sparrow,1,Pooecetes gramineus,Passerculus sandwichensis,4,8,5,7,6,8,6,8,6,8
905,5400,5450,Vesper Sparrow,Baird's Sparrow,54005450,Vesper SparrowBaird's Sparrow,1,Pooecetes gramineus,Ammodramus bairdii,4,8,5,7,5,8,6,8,5,8
906,5400,5580,Vesper Sparrow,White-throated Sparrow,54005580,Vesper SparrowWhite-throated Sparrow,1,Pooecetes gramineus,Zonotrichia albicollis,4,8,5,7,5,8,6,7,5,7
907,5400,5610,Vesper Sparrow,Clay-colored Sparrow,54005610,Vesper SparrowClay-colored Sparrow,1,Pooecetes gramineus,Spizella pallida,4,8,5,7,6,8,6,7,6,7
908,5400,5620,Vesper Sparrow,Brewer's Sparrow,54005620,Vesper SparrowBrewer's Sparrow,1,Pooecetes gramineus,Spizella breweri,4,8,5,7,5,8,6,7,5,7
909,5400,5810,Vesper Sparrow,Song Sparrow,54005810,Vesper SparrowSong Sparrow,1,Pooecetes gramineus,Melospiza melodia,4,8,5,7,2,9,4,7,4,7
910,5400,5840,Vesper Sparrow,Swamp Sparrow,54005840,Vesper SparrowSwamp Sparrow,1,Pooecetes gramineus,Melospiza georgiana,4,8,5,7,5,8,5,7,5,7
911,5400,6050,Vesper Sparrow,Lark Bunting,54006050,Vesper SparrowLark Bunting,1,Pooecetes gramineus,Calamospiza melanocorys,4,8,5,7,5,7,5,6,5,7
912,5400,7190,Vesper Sparrow,Bewick's Wren,54007190,Vesper SparrowBewick's Wren,1,Pooecetes gramineus,Thryomanes bewickii,4,8,5,7,4,8,4,7,4,7
913,5400,7210,Vesper Sparrow,House Wren,54007210,Vesper SparrowHouse Wren,1,Pooecetes gramineus,Troglodytes aedon,4,8,5,7,5,9,5,8,5,8
914,5400,7250,Vesper Sparrow,Marsh Wren,54007250,Vesper SparrowMarsh Wren,1,Pooecetes gramineus,Cistothorus palustris,4,8,5,7,4,8,4,8,4,8
915,5420,5450,Savannah Sparrow,Baird's Sparrow,54205450,Savannah SparrowBaird's Sparrow,1,Passerculus sandwichensis,Ammodramus bairdii,6,8,6,8,5,8,6,8,6,8
916,5420,5460,Savannah Sparrow,Grasshopper Sparrow,54205460,Savannah SparrowGrasshopper Sparrow,1,Passerculus sandwichensis,Ammodramus savannarum,6,8,6,8,6,8,6,7,6,8
917,5420,5470,Savannah Sparrow,Henslow's Sparrow,54205470,Savannah SparrowHenslow's Sparrow,1,Passerculus sandwichensis,Ammodramus henslowii,6,8,6,8,5,8,5,7,6,8
918,5420,5580,Savannah Sparrow,White-throated Sparrow,54205580,Savannah SparrowWhite-throated Sparrow,1,Passerculus sandwichensis,Zonotrichia albicollis,6,8,6,8,5,8,6,7,6,8
919,5420,5600,Savannah Sparrow,Chipping Sparrow,54205600,Savannah SparrowChipping Sparrow,1,Passerculus sandwichensis,Spizella passerina,6,8,6,8,3,9,4,8,6,8
920,5420,5610,Savannah Sparrow,Clay-colored Sparrow,54205610,Savannah SparrowClay-colored Sparrow,1,Passerculus sandwichensis,Spizella pallida,6,8,6,8,6,8,6,7,6,8
921,5420,5620,Savannah Sparrow,Brewer's Sparrow,54205620,Savannah SparrowBrewer's Sparrow,1,Passerculus sandwichensis,Spizella breweri,6,8,6,8,5,8,6,7,6,8
922,5420,5630,Savannah Sparrow,Field Sparrow,54205630,Savannah SparrowField Sparrow,1,Passerculus sandwichensis,Spizella pusilla,6,8,6,8,5,8,5,7,6,8
923,5420,5810,Savannah Sparrow,Song Sparrow,54205810,Savannah SparrowSong Sparrow,1,Passerculus sandwichensis,Melospiza melodia,6,8,6,8,2,9,4,7,6,8
924,5420,5840,Savannah Sparrow,Swamp Sparrow,54205840,Savannah SparrowSwamp Sparrow,1,Passerculus sandwichensis,Melospiza georgiana,6,8,6,8,5,8,5,7,6,8
925,5420,5870,Savannah Sparrow,Eastern Towhee,54205870,Savannah SparrowEastern Towhee,1,Passerculus sandwichensis,Pipilo erythrophthalmus,6,8,6,8,5,8,5,7,6,8
926,5420,7190,Savannah Sparrow,Bewick's Wren,54207190,Savannah SparrowBewick's Wren,1,Passerculus sandwichensis,Thryomanes bewickii,6,8,6,8,4,8,4,7,6,8
927,5420,7210,Savannah Sparrow,House Wren,54207210,Savannah SparrowHouse Wren,1,Passerculus sandwichensis,Troglodytes aedon,6,8,6,8,5,9,5,8,6,8
928,5420,7221,Savannah Sparrow,Pacific Wren,54207221,Savannah SparrowPacific Wren,1,Passerculus sandwichensis,Troglodytes pacificus,6,8,6,8,4,7,5,7,6,7
929,5420,7240,Savannah Sparrow,Sedge Wren,54207240,Savannah SparrowSedge Wren,1,Passerculus sandwichensis,Cistothorus platensis,6,8,6,8,5,9,6,7,6,8
930,5420,7250,Savannah Sparrow,Marsh Wren,54207250,Savannah SparrowMarsh Wren,1,Passerculus sandwichensis,Cistothorus palustris,6,8,6,8,4,8,4,8,6,8
931,5450,5460,Baird's Sparrow,Grasshopper Sparrow,54505460,Baird's SparrowGrasshopper Sparrow,1,Ammodramus bairdii,Ammodramus savannarum,5,8,6,8,6,8,6,7,6,8
932,5450,5480,Baird's Sparrow,Le Conte's Sparrow,54505480,Baird's SparrowLe Conte's Sparrow,1,Ammodramus bairdii,Ammodramus leconteii,5,8,6,8,6,8,6,8,6,8
933,5450,5520,Baird's Sparrow,Lark Sparrow,54505520,Baird's SparrowLark Sparrow,1,Ammodramus bairdii,Chondestes grammacus,5,8,6,8,4,8,5,6,5,8
934,5450,5580,Baird's Sparrow,White-throated Sparrow,54505580,Baird's SparrowWhite-throated Sparrow,1,Ammodramus bairdii,Zonotrichia albicollis,5,8,6,8,5,8,6,7,6,8
935,5450,5600,Baird's Sparrow,Chipping Sparrow,54505600,Baird's SparrowChipping Sparrow,1,Ammodramus bairdii,Spizella passerina,5,8,6,8,3,9,4,8,5,8
936,5450,5610,Baird's Sparrow,Clay-colored Sparrow,54505610,Baird's SparrowClay-colored Sparrow,1,Ammodramus bairdii,Spizella pallida,5,8,6,8,6,8,6,7,6,8
937,5450,5620,Baird's Sparrow,Brewer's Sparrow,54505620,Baird's SparrowBrewer's Sparrow,1,Ammodramus bairdii,Spizella breweri,5,8,6,8,5,8,6,7,6,8
938,5450,5810,Baird's Sparrow,Song Sparrow,54505810,Baird's SparrowSong Sparrow,1,Ammodramus bairdii,Melospiza melodia,5,8,6,8,2,9,4,7,5,8
939,5450,5880,Baird's Sparrow,Spotted Towhee,54505880,Baird's SparrowSpotted Towhee,1,Ammodramus bairdii,Pipilo maculatus,5,8,6,8,4,7,4,7,5,7
940,5450,6050,Baird's Sparrow,Lark Bunting,54506050,Baird's SparrowLark Bunting,1,Ammodramus bairdii,Calamospiza melanocorys,5,8,6,8,5,7,5,6,5,7
941,5450,7210,Baird's Sparrow,House Wren,54507210,Baird's SparrowHouse Wren,1,Ammodramus bairdii,Troglodytes aedon,5,8,6,8,5,9,5,8,5,8
942,5450,7250,Baird's Sparrow,Marsh Wren,54507250,Baird's SparrowMarsh Wren,1,Ammodramus bairdii,Cistothorus palustris,5,8,6,8,4,8,4,8,5,8
943,5460,5610,Grasshopper Sparrow,Clay-colored Sparrow,54605610,Grasshopper SparrowClay-colored Sparrow,1,Ammodramus savannarum,Spizella pallida,6,8,6,7,6,8,6,7,6,7
944,5460,5620,Grasshopper Sparrow,Brewer's Sparrow,54605620,Grasshopper SparrowBrewer's Sparrow,1,Ammodramus savannarum,Spizella breweri,6,8,6,7,5,8,6,7,6,7
945,5460,5840,Grasshopper Sparrow,Swamp Sparrow,54605840,Grasshopper SparrowSwamp Sparrow,1,Ammodramus savannarum,Melospiza georgiana,6,8,6,7,5,8,5,7,6,7
946,5460,6050,Grasshopper Sparrow,Lark Bunting,54606050,Grasshopper SparrowLark Bunting,1,Ammodramus savannarum,Calamospiza melanocorys,6,8,6,7,5,7,5,6,6,7
947,5460,7190,Grasshopper Sparrow,Bewick's Wren,54607190,Grasshopper SparrowBewick's Wren,1,Ammodramus savannarum,Thryomanes bewickii,6,8,6,7,4,8,4,7,6,7
948,5460,7210,Grasshopper Sparrow,House Wren,54607210,Grasshopper SparrowHouse Wren,1,Ammodramus savannarum,Troglodytes aedon,6,8,6,7,5,9,5,8,6,8
949,5460,7250,Grasshopper Sparrow,Marsh Wren,54607250,Grasshopper SparrowMarsh Wren,1,Ammodramus savannarum,Cistothorus palustris,6,8,6,7,4,8,4,8,6,8
950,5470,7190,Henslow's Sparrow,Bewick's Wren,54707190,Henslow's SparrowBewick's Wren,1,Ammodramus henslowii,Thryomanes bewickii,5,8,5,7,4,8,4,7,5,7
951,5470,7210,Henslow's Sparrow,House Wren,54707210,Henslow's SparrowHouse Wren,1,Ammodramus henslowii,Troglodytes aedon,5,8,5,7,5,9,5,8,5,8
952,5470,7250,Henslow's Sparrow,Marsh Wren,54707250,Henslow's SparrowMarsh Wren,1,Ammodramus henslowii,Cistothorus palustris,5,8,5,7,4,8,4,8,5,8
953,5480,7250,Le Conte's Sparrow,Marsh Wren,54807250,Le Conte's SparrowMarsh Wren,1,Ammodramus leconteii,Cistothorus palustris,6,8,6,8,4,8,4,8,6,8
954,5490,5500,Saltmarsh Sparrow,Seaside Sparrow,54905500,Saltmarsh SparrowSeaside Sparrow,1,Ammodramus caudacutus,Ammodramus maritimus,5,9,6,7,5,8,5,8,5,8
